"4","I’m experiencing extreme fatigue, more than what I generally feel"
"4","I feel completely drained of energy, more than when I have a cold."
"4","I have been feeling aches all over my body."
"4","My muscles are sore, and it’s more painful than what I experience with a cold."
"4","I have a headache that’s more severe than a typical cold."
"4","My head has been hurting constantly."
"4","I have been having severe headaches, unlike the mild ones I usually get"
"4","I have been feeling congested, but it’s worse than a common cold."
"4","I have a stuffy nose, but it’s more severe than what I usually experience."
"4","My nose is blocked, and it’s more uncomfortable than a typical cold."
"4","I have been sneezing a lot, but it’s more frequent than when I have a cold."
"4","I have been experiencing a runny nose, but the discharge is thicker and more frequent."
"4","I’ve been having a sore throat, but it’s more painful than a common cold."
"4","My throat is sore and itchy, and it’s more severe than what I usually feel."
"4","I’ve been experiencing shortness of breath, which I don’t usually have with a cold."
"4","I’ve been having difficulty breathing, unlike when I have a common cold."
"4","I’ve been feeling dizzy, which is not something I usually experience with a cold."
"4","I’ve been experiencing bouts of dizziness, unlike when I have a cold."
"4","I’ve been having chills without fever, which is unusual for me."
"4","I’ve been sweating excessively, even when I’m not doing anything strenuous."
"4","I’ve been feeling unusually cold, even when I’m in a warm room."
"4","I’ve been having night sweats, which I don’t usually have with a cold."
"4","I’ve been experiencing a loss of appetite, which is not typical for me."
"4","I’ve been feeling nauseous, which I don’t usually feel."
"4","I’ve been vomiting."
"4","I’ve been having diarrhea and cold"
"4","I’ve been experiencing severe body aches, unlike the mild ones I get with a cold."
"4","I’ve been feeling a constant dull ache in my body."
"4","I’ve been experiencing sharp pains in my body, unlike when I have a cold."
"4","I’ve been feeling a constant throbbing pain in my head."
"4","I’ve been having a constant dull headache, unlike the mild ones I get with a cold."
"4","I’ve been experiencing sharp pains in my head, unlike when I have a cold."
"4","I’ve been feeling a constant pressure in my head, which I don’t usually feel with a cold."
"4","I’ve been having a runny nose with a greenish discharge, which is not typical for me when I have a cold."
"4","I’ve been experiencing a loss of taste, which I don’t usually experience with a cold."
"4","I’ve been having a loss of smell, which is not something I usually have with a cold."
"4","I’ve been feeling a tightness in my chest, which I don’t usually feel when I have a cold."
"4","I’ve been experiencing chest discomfort, unlike when I have a cold."
"4","I’ve been having a rapid heartbeat, which is not typical for me when I have a cold."
"4","I’ve been feeling lightheaded, which I don’t usually experience with a cold."
"4","I’ve been experiencing confusion, which is not something I usually have."
"4","I’ve been having difficulty concentrating."
"4","I’ve been feeling restless, which is not typical for me when I have a cold."
"4","I’ve been experiencing a lack of energy, more than what I feel during a cold."
"4","I’ve been feeling excessively sleepy, unlike when I have a cold."
"4","I’ve been having difficulty sleeping, which I don’t usually experience with a cold."
"4","I’ve been experiencing excessive thirst, which is not something I usually have with a cold."
"4","I’ve been having dry mouth, unlike when I have a cold."
"4","I’ve been feeling dehydrated, which is not typical for me when I have a cold."
